,last_name,first_name,initials,affiliation,affiliation_date,publication_title,name
4102,Mulcahy,Mary Beth,MB,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
4103,Lindsley,Craig W,CW,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
4104,Finn,M G,MG,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
4105,Blum,Joel D,JD,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
4106,Kamat,Prashant,P,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
4107,Aldrich,Courtney C,CC,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
4108,Rowan,Stuart,S,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
4109,Bin Liu,,,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
4110,Liotta,Dennis,D,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
4111,Weiss,Paul S,PS,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
4112,Zhang,Deqing,D,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
4113,Ganesh,Krishna N,KN,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
4114,Sexton,Patrick,P,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
4115,Atwater,Harry A,HA,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
4116,Gooding,J Justin,JJ,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
4117,Allen,David T,DT,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
4118,Voigt,Christopher A,CA,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
4119,Sweedler,Jonathan,J,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
4120,Schepartz,Alanna,A,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
4121,Rotello,Vincent,V,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
4122,Lecommandoux,Sébastien,S,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
4123,Sturla,Shana J,SJ,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
4124,Hammes-Schiffer,Sharon,S,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
4125,Buriak,Jillian,J,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
4126,Steed,Jonathan W,JW,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
4127,Wu,Hongwei,H,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
4128,Zimmerman,Julie,J,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
4129,Brooks,Bryan,B,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
4130,Savage,Phillip,P,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
4131,Tolman,William,W,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
4132,Hofmann,Thomas F,TF,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
4133,Brennecke,Joan F,JF,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
4134,Holme,Thomas A,TA,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
4135,Merz,Kenneth M,KM,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
4136,Scuseria,Gustavo,G,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
4137,Jorgensen,William,W,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
4138,Georg,Gunda I,GI,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
4139,Wang,Shaomeng,S,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
4140,Proteau,Philip,P,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
4141,Yates,John R,JR,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
4142,Stang,Peter,P,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
4143,Walker,Gilbert C,GC,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
4144,Hillmyer,Marc,M,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
4145,Taylor,Lynne S,LS,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
4146,Odom,Teri W,TW,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
4147,Carreira,Erick,E,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
4148,Rossen,Kai,K,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
4149,Chirik,Paul,P,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
4150,Miller,Scott J,SJ,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
4151,McCoy,Anne,A,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
4152,Shea,Joan-Emma,JE,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
4153,Zanni,Martin,M,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
4154,Murphy,Catherine,C,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
4155,Scholes,Gregory,G,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
4156,Loo,Joseph A,JA,,2020-06-04,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
4157,Freund,Emily C,EC,"Department of Genetics, Stanford University, Stanford, CA 94305, USA.",2020-05-21,Unbiased Identification of trans Regulators of ADAR and A-to-I RNA Editing.,"Freund, Emily C"
4158,Sapiro,Anne L,AL,"Department of Genetics, Stanford University, Stanford, CA 94305, USA.",2020-05-21,Unbiased Identification of trans Regulators of ADAR and A-to-I RNA Editing.,"Sapiro, Anne L"
4159,Li,Qin,Q,"Department of Genetics, Stanford University, Stanford, CA 94305, USA.",2020-05-21,Unbiased Identification of trans Regulators of ADAR and A-to-I RNA Editing.,"Li, Qin"
4160,Linder,Sandra,S,"Department of Genetics, Stanford University, Stanford, CA 94305, USA.",2020-05-21,Unbiased Identification of trans Regulators of ADAR and A-to-I RNA Editing.,"Linder, Sandra"
4161,Moresco,James J,JJ,"Department of Molecular Medicine, 10550 North Torrey Pines Road, SR302, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-05-21,Unbiased Identification of trans Regulators of ADAR and A-to-I RNA Editing.,"Moresco, James J"
4162,Yates,John R,JR,"Department of Molecular Medicine, 10550 North Torrey Pines Road, SR302, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-05-21,Unbiased Identification of trans Regulators of ADAR and A-to-I RNA Editing.,"Yates, John R"
4163,Li,Jin Billy,JB,"Department of Genetics, Stanford University, Stanford, CA 94305, USA. Electronic address: jin.billy.li@stanford.edu.",2020-05-21,Unbiased Identification of trans Regulators of ADAR and A-to-I RNA Editing.,"Li, Jin Billy"
4164,Burrows,Cynthia J,CJ,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
4165,Wang,Shu,S,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
4166,Kim,Hyun Jae,HJ,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
4167,Meyer,Gerald J,GJ,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
4168,Schanze,Kirk,K,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
4169,Lee,T Randall,TR,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
4170,Lutkenhaus,Jodie L,JL,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
4171,Kaplan,David,D,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
4172,Jones,Christopher,C,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
4173,Bertozzi,Carolyn,C,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
4174,Kiessling,Laura,L,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
4175,Mulcahy,Mary Beth,MB,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
4176,Lindsley,Craig W,CW,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
4177,Finn,M G,MG,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
4178,Blum,Joel D,JD,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
4179,Kamat,Prashant,P,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
4180,Aldrich,Courtney C,CC,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
4181,Rowan,Stuart,S,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
4182,Bin Liu,,,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
4183,Liotta,Dennis,D,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
4184,Weiss,Paul S,PS,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
4185,Zhang,Deqing,D,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
4186,Ganesh,Krishna N,KN,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
4187,Sexton,Patrick,P,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
4188,Atwater,Harry A,HA,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
4189,Gooding,J Justin,JJ,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
4190,Allen,David T,DT,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
4191,Voigt,Christopher A,CA,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
4192,Sweedler,Jonathan,J,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
4193,Schepartz,Alanna,A,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
4194,Rotello,Vincent,V,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
4195,Lecommandoux,Sébastien,S,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
4196,Sturla,Shana J,SJ,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
4197,Hammes-Schiffer,Sharon,S,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
4198,Buriak,Jillian,J,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
4199,Steed,Jonathan W,JW,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
4200,Wu,Hongwei,H,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
4201,Zimmerman,Julie,J,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
4202,Brooks,Bryan,B,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
4203,Savage,Phillip,P,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
4204,Tolman,William,W,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
4205,Hofmann,Thomas F,TF,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
4206,Brennecke,Joan F,JF,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
4207,Holme,Thomas A,TA,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
4208,Merz,Kenneth M,KM,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
4209,Scuseria,Gustavo,G,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
4210,Jorgensen,William,W,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
4211,Georg,Gunda I,GI,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
4212,Wang,Shaomeng,S,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
4213,Proteau,Philip,P,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
4214,Yates,John R,JR,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
4215,Stang,Peter,P,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
4216,Walker,Gilbert C,GC,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
4217,Hillmyer,Marc,M,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
4218,Taylor,Lynne S,LS,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
4219,Odom,Teri W,TW,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
4220,Carreira,Erick,E,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
4221,Rossen,Kai,K,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
4222,Chirik,Paul,P,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
4223,Miller,Scott J,SJ,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
4224,McCoy,Anne,A,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
4225,Shea,Joan-Emma,JE,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
4226,Zanni,Martin,M,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
4227,Murphy,Catherine,C,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
4228,Scholes,Gregory,G,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
4229,Loo,Joseph A,JA,,2020-05-18,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
4230,Burrows,Cynthia J,CJ,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
4231,Wang,Shu,S,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
4232,Kim,Hyun Jae,HJ,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
4233,Meyer,Gerald J,GJ,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
4234,Schanze,Kirk,K,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
4235,Lee,T Randall,TR,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
4236,Lutkenhaus,Jodie L,JL,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
4237,Kaplan,David,D,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
4238,Jones,Christopher,C,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
4239,Bertozzi,Carolyn,C,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
4240,Kiessling,Laura,L,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
4241,Mulcahy,Mary Beth,MB,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
4242,Lindsley,Craig W,CW,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
4243,Finn,M G,MG,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
4244,Blum,Joel D,JD,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
4245,Kamat,Prashant,P,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
4246,Aldrich,Courtney C,CC,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
4247,Rowan,Stuart,S,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
4248,Bin Liu,,,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
4249,Liotta,Dennis,D,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
4250,Weiss,Paul S,PS,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
4251,Zhang,Deqing,D,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
4252,Ganesh,Krishna N,KN,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
4253,Sexton,Patrick,P,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
4254,Atwater,Harry A,HA,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
4255,Gooding,J Justin,JJ,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
4256,Allen,David T,DT,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
4257,Voigt,Christopher A,CA,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
4258,Sweedler,Jonathan,J,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
4259,Schepartz,Alanna,A,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
4260,Rotello,Vincent,V,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
4261,Lecommandoux,Sébastien,S,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
4262,Sturla,Shana J,SJ,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
4263,Hammes-Schiffer,Sharon,S,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
4264,Buriak,Jillian,J,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
4265,Steed,Jonathan W,JW,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
4266,Wu,Hongwei,H,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
4267,Zimmerman,Julie,J,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
4268,Brooks,Bryan,B,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
4269,Savage,Phillip,P,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
4270,Tolman,William,W,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
4271,Hofmann,Thomas F,TF,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
4272,Brennecke,Joan F,JF,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
4273,Holme,Thomas A,TA,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
4274,Merz,Kenneth M,KM,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
4275,Scuseria,Gustavo,G,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
4276,Jorgensen,William,W,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
4277,Georg,Gunda I,GI,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
4278,Wang,Shaomeng,S,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
4279,Proteau,Philip,P,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
4280,Yates,John R,JR,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
4281,Stang,Peter,P,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
4282,Walker,Gilbert C,GC,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
4283,Hillmyer,Marc,M,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
4284,Taylor,Lynne S,LS,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
4285,Odom,Teri W,TW,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
4286,Carreira,Erick,E,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
4287,Rossen,Kai,K,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
4288,Chirik,Paul,P,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
4289,Miller,Scott J,SJ,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
4290,McCoy,Anne,A,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
4291,Shea,Joan-Emma,JE,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
4292,Zanni,Martin,M,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
4293,Murphy,Catherine,C,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
4294,Scholes,Gregory,G,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
4295,Loo,Joseph A,JA,,2020-05-12,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
4296,Rantalainen,Kimmo,K,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Rantalainen, Kimmo"
4297,Berndsen,Zachary T,ZT,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Berndsen, Zachary T"
4298,Antanasijevic,Aleksandar,A,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Antanasijevic, Aleksandar"
4299,Schiffner,Torben,T,"Center for HIV/AIDS Vaccine Development, The Scripps Research Institute, La Jolla, CA 92037, USA; Department of Immunology and Microbiology, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Schiffner, Torben"
4300,Zhang,Xi,X,"Department of Chemical Physiology, The Scripps Research Institute, La Jolla, CA, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Zhang, Xi"
4301,Lee,Wen-Hsin,WH,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Lee, Wen-Hsin"
4302,Torres,Jonathan L,JL,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Torres, Jonathan L"
4303,Zhang,Lei,L,"Department of Immunology and Microbiology, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Zhang, Lei"
